Date,S&P500,Bond Rate
10/6/2023,"4,308.50",5.348
10/5/2023,"4,258.19",5.325
10/4/2023,"4,263.75",5.335
10/3/2023,"4,229.45",5.34
10/2/2023,"4,288.39",5.315
9/29/2023,"4,288.05",5.3
9/28/2023,"4,299.70",5.308
9/27/2023,"4,274.51",5.33
9/26/2023,"4,273.53",5.325
9/25/2023,"4,337.44",5.313
9/22/2023,"4,320.06",5.305
9/21/2023,"4,330.00",5.305
9/20/2023,"4,402.20",5.315
9/19/2023,"4,443.95",5.31
9/18/2023,"4,453.53",5.3
9/15/2023,"4,450.32",5.298
9/14/2023,"4,505.10",5.295
9/13/2023,"4,467.44",5.305
9/12/2023,"4,461.90",5.305
9/11/2023,"4,487.46",5.293
9/8/2023,"4,457.49",5.293
9/7/2023,"4,451.14",5.283
9/6/2023,"4,465.48",5.3
9/5/2023,"4,496.83",5.278
9/1/2023,"4,515.77",5.268
8/31/2023,"4,507.66",5.298
8/30/2023,"4,514.87",5.315
8/29/2023,"4,497.63",5.32
8/28/2023,"4,433.31",5.323
8/25/2023,"4,405.71",5.315
8/24/2023,"4,376.31",5.303
8/23/2023,"4,436.01",5.295
8/22/2023,"4,387.55",5.295
8/21/2023,"4,399.77",5.28
8/18/2023,"4,369.71",5.278
8/17/2023,"4,370.36",5.278
8/16/2023,"4,404.33",5.285
8/15/2023,"4,437.86",5.28
8/14/2023,"4,489.72",5.27
8/11/2023,"4,464.05",5.265
8/10/2023,"4,468.83",5.268
8/9/2023,"4,467.71",5.28
8/8/2023,"4,499.38",5.275
8/7/2023,"4,518.44",5.26
8/4/2023,"4,478.03",5.253
8/3/2023,"4,501.89",5.258
8/2/2023,"4,513.39",5.26
8/1/2023,"4,576.73",5.26
7/31/2023,"4,588.96",5.248
7/28/2023,"4,582.23",5.255
7/27/2023,"4,537.41",5.268
7/26/2023,"4,566.75",5.268
7/25/2023,"4,567.46",5.265
7/24/2023,"4,554.64",5.25
7/21/2023,"4,536.34",5.248
7/20/2023,"4,534.87",5.243
7/19/2023,"4,565.72",5.245
7/18/2023,"4,554.98",5.248
7/17/2023,"4,522.79",5.233
7/14/2023,"4,505.42",5.215
7/13/2023,"4,510.04",5.223
7/12/2023,"4,472.16",5.23
7/11/2023,"4,439.26",5.243
7/10/2023,"4,409.53",5.225
7/7/2023,"4,398.95",5.213
7/6/2023,"4,411.59",5.213
7/5/2023,"4,446.82",5.193
7/3/2023,"4,455.59",5.145
6/30/2023,"4,450.38",5.153
6/29/2023,"4,396.44",5.175
6/28/2023,"4,376.86",5.17
6/27/2023,"4,378.41",5.18
6/26/2023,"4,328.82",5.155
6/23/2023,"4,348.33",5.138
6/22/2023,"4,381.89",5.135
6/21/2023,"4,365.69",5.135
6/20/2023,"4,388.71",5.075
6/16/2023,"4,409.59",5.065
6/15/2023,"4,425.84",5.055
6/14/2023,"4,372.59",5.08
6/13/2023,"4,369.01",5.1
6/12/2023,"4,338.93",5.095
6/9/2023,"4,298.86",5.095
6/8/2023,"4,293.93",5.1
6/7/2023,"4,267.52",5.153
6/6/2023,"4,283.85",5.158
6/5/2023,"4,273.79",5.143
6/2/2023,"4,282.37",5.215
6/1/2023,"4,221.02",5.203
5/31/2023,"4,179.83",5.248
5/30/2023,"4,205.52",5.143
5/26/2023,"4,205.45",5.115
5/25/2023,"4,151.28",5.163
5/24/2023,"4,115.24",5.185
5/23/2023,"4,145.58",5.153
5/22/2023,"4,192.63",5.095
5/19/2023,"4,191.98",5.085
5/18/2023,"4,198.05",5.125
5/17/2023,"4,158.77",5.088
5/16/2023,"4,109.90",5.058
5/15/2023,"4,136.28",5
5/12/2023,"4,124.08",5.028
5/11/2023,"4,130.62",5.015
5/10/2023,"4,137.64",5.065
5/9/2023,"4,119.17",5.123
5/8/2023,"4,138.12",5.083
5/5/2023,"4,136.25",5.08
5/4/2023,"4,061.22",5.055
5/3/2023,"4,090.75",5.095
5/2/2023,"4,119.58",5.04
5/1/2023,"4,167.87",4.865
4/28/2023,"4,169.48",4.923
4/27/2023,"4,135.35",5
4/26/2023,"4,055.99",4.985
4/25/2023,"4,071.63",4.953
4/24/2023,"4,137.04",4.873
4/21/2023,"4,133.52",4.95
4/20/2023,"4,129.79",4.945
4/19/2023,"4,154.52",4.995
4/18/2023,"4,154.87",5.03
4/17/2023,"4,151.32",4.923
4/14/2023,"4,137.64",4.903
4/13/2023,"4,146.22",4.855
4/12/2023,"4,091.95",4.86
4/11/2023,"4,108.94",4.88
4/10/2023,"4,109.11",4.838
4/6/2023,"4,105.02",4.71
4/5/2023,"4,090.38",4.705
4/4/2023,"4,100.60",4.728
4/3/2023,"4,124.51",4.57
3/31/2023,"4,109.31",4.585
3/30/2023,"4,050.83",4.665
3/29/2023,"4,027.81",4.63
3/28/2023,"3,971.27",4.628
3/27/2023,"3,977.53",4.583
3/24/2023,"3,970.99",4.503
3/23/2023,"3,948.72",4.503
3/22/2023,"3,936.97",4.563
3/21/2023,"4,002.87",4.605
3/20/2023,"3,951.57",4.465
3/17/2023,"3,916.64",4.293
3/16/2023,"3,960.28",4.53
3/15/2023,"3,891.93",4.558
3/14/2023,"3,919.29",4.68
3/13/2023,"3,855.76",4.658
3/10/2023,"3,861.59",4.803
3/9/2023,"3,918.32",4.848
3/8/2023,"3,992.01",4.883
3/7/2023,"3,986.37",4.845
3/6/2023,"4,048.42",4.728
3/3/2023,"4,045.64",4.718
3/2/2023,"3,981.35",4.723
3/1/2023,"3,951.39",4.725
2/28/2023,"3,970.15",4.71
2/27/2023,"3,982.24",4.665
2/24/2023,"3,970.04",4.703
2/23/2023,"4,012.32",4.69
2/22/2023,"3,991.05",4.695
2/21/2023,"3,997.34",4.688
2/17/2023,"4,079.09",4.68
2/16/2023,"4,090.41",4.665
2/15/2023,"4,147.60",4.643
2/14/2023,"4,136.13",4.66
2/13/2023,"4,137.29",4.645
2/10/2023,"4,090.46",4.635
2/9/2023,"4,081.50",4.613
2/8/2023,"4,117.86",4.585
2/7/2023,"4,164.00",4.57
2/6/2023,"4,111.08",4.533
2/3/2023,"4,136.48",4.523
2/2/2023,"4,179.76",4.51
2/1/2023,"4,119.21",4.52
1/31/2023,"4,076.60",4.57
1/30/2023,"4,017.77",4.535
1/27/2023,"4,070.56",4.548
1/26/2023,"4,060.43",4.543
1/25/2023,"4,016.22",4.545
1/24/2023,"4,016.95",4.573
1/23/2023,"4,019.81",4.535
1/20/2023,"3,972.61",4.538
1/19/2023,"3,898.85",4.525
1/18/2023,"3,928.86",4.53
1/17/2023,"3,990.97",4.493
1/13/2023,"3,999.09",4.488
1/12/2023,"3,983.17",4.475
1/11/2023,"3,969.61",4.555
1/10/2023,"3,919.25",4.565
1/9/2023,"3,892.09",4.483
1/6/2023,"3,895.08",4.493
1/5/2023,"3,808.10",4.498
1/4/2023,"3,852.97",4.4
1/3/2023,"3,824.14",4.255
12/30/2022,"3,839.50",4.26
12/29/2022,"3,849.28",4.295
12/28/2022,"3,783.22",4.338
12/27/2022,"3,829.25",4.195
12/23/2022,"3,844.82",4.193
12/22/2022,"3,822.39",4.208
12/21/2022,"3,878.44",4.205
12/20/2022,"3,821.62",4.23
12/19/2022,"3,817.66",4.163
12/16/2022,"3,852.36",4.163
12/15/2022,"3,895.75",4.213
12/14/2022,"3,995.32",4.22
12/13/2022,"4,019.65",4.248
12/12/2022,"3,990.56",4.168
12/9/2022,"3,934.38",4.173
12/8/2022,"3,963.51",4.15
12/7/2022,"3,933.92",4.183
12/6/2022,"3,941.26",4.22
12/5/2022,"3,998.84",4.158
12/2/2022,"4,071.70",4.208
12/1/2022,"4,076.57",4.193
11/30/2022,"4,080.11",4.253
11/29/2022,"3,957.63",4.253
11/28/2022,"3,963.94",4.183
11/25/2022,"4,026.12",4.175
11/23/2022,"4,027.26",4.2
11/22/2022,"4,003.58",4.198
11/21/2022,"3,949.94",4.098
11/18/2022,"3,965.34",4.135
11/17/2022,"3,946.56",4.113
11/16/2022,"3,958.79",4.125
11/15/2022,"3,991.73",4.13
11/14/2022,"3,957.25",4.068
11/11/2022,"3,992.93",4.063
11/10/2022,"3,956.37",4.055
11/9/2022,"3,748.57",4.093
11/8/2022,"3,828.11",4.09
11/7/2022,"3,806.80",3.983
11/4/2022,"3,770.55",4.013
11/3/2022,"3,719.89",4.025
11/2/2022,"3,759.69",4.025
11/1/2022,"3,856.10",4.05
10/31/2022,"3,871.98",3.975
10/28/2022,"3,901.06",3.97
10/27/2022,"3,807.30",3.93
10/26/2022,"3,830.60",3.93
10/25/2022,"3,859.11",3.965
10/24/2022,"3,797.34",3.913
10/21/2022,"3,752.75",3.885
10/20/2022,"3,665.78",3.89
10/19/2022,"3,695.16",3.893
10/18/2022,"3,719.98",3.833
10/17/2022,"3,677.95",3.688
10/14/2022,"3,583.07",3.628
10/13/2022,"3,669.91",3.583
10/12/2022,"3,577.03",3.533
10/11/2022,"3,588.84",3.34
10/10/2022,"3,612.39",3.285
10/7/2022,"3,639.66",3.293
10/6/2022,"3,744.52",3.288
10/5/2022,"3,783.28",3.293
10/4/2022,"3,790.93",3.315
10/3/2022,"3,678.43",3.15
9/30/2022,"3,585.62",3.18
9/29/2022,"3,640.47",3.218
9/28/2022,"3,719.04",3.23
9/27/2022,"3,647.29",3.25
9/26/2022,"3,655.04",3.165
9/23/2022,"3,693.23",3.108
9/22/2022,"3,757.99",3.13
9/21/2022,"3,789.93",3.19
9/20/2022,"3,855.93",3.243
9/19/2022,"3,899.89",3.035
9/16/2022,"3,873.33",3.07
9/15/2022,"3,901.35",3.095
9/14/2022,"3,946.01",3.128
9/13/2022,"3,932.69",3.153
9/12/2022,"4,110.41",2.995
9/9/2022,"4,067.36",2.968
9/8/2022,"4,006.18",2.95
9/7/2022,"3,979.87",2.933
9/6/2022,"3,908.19",2.845
9/2/2022,"3,924.26",2.82
9/1/2022,"3,966.85",2.863
8/31/2022,"3,955.00",2.86
8/30/2022,"3,986.16",2.873
8/29/2022,"4,030.61",2.798
8/26/2022,"4,057.66",2.755
8/25/2022,"4,199.12",2.73
8/24/2022,"4,140.77",2.713
8/23/2022,"4,128.73",2.703
8/22/2022,"4,137.99",2.648
8/19/2022,"4,228.48",2.58
8/18/2022,"4,283.74",2.565
8/17/2022,"4,274.04",2.568
8/16/2022,"4,305.20",2.598
8/15/2022,"4,297.14",2.513
8/12/2022,"4,280.15",2.5
8/11/2022,"4,207.27",2.49
8/10/2022,"4,210.24",2.535
8/9/2022,"4,122.47",2.57
8/8/2022,"4,140.06",2.46
8/5/2022,"4,145.19",2.41
8/4/2022,"4,151.94",2.378
8/3/2022,"4,155.17",2.428
8/2/2022,"4,091.19",2.463
8/1/2022,"4,118.63",2.265
7/29/2022,"4,130.29",2.298
7/28/2022,"4,072.43",2.308
7/27/2022,"4,023.61",2.383
7/26/2022,"3,921.05",2.475
7/25/2022,"3,966.84",2.393
7/22/2022,"3,961.63",2.355
7/21/2022,"3,998.95",2.36
7/20/2022,"3,959.90",2.378
7/19/2022,"3,936.69",2.45
7/18/2022,"3,830.85",2.26
7/15/2022,"3,863.16",2.24
7/14/2022,"3,790.38",2.273
7/13/2022,"3,801.78",2.323
7/12/2022,"3,818.80",2.113
7/11/2022,"3,854.43",1.953
7/8/2022,"3,899.38",1.843
7/7/2022,"3,902.62",1.853
7/6/2022,"3,845.08",1.84
7/5/2022,"3,831.39",1.63
7/1/2022,"3,825.33",1.603
6/30/2022,"3,785.38",1.6
6/29/2022,"3,818.83",1.705
6/28/2022,"3,821.55",1.738
6/27/2022,"3,900.11",1.633
6/24/2022,"3,911.74",1.598
6/23/2022,"3,795.73",1.56
6/22/2022,"3,759.89",1.545
6/21/2022,"3,764.79",1.488
6/17/2022,"3,674.84",1.51
6/16/2022,"3,666.77",1.483
6/15/2022,"3,789.99",1.695
6/14/2022,"3,735.48",1.743
6/13/2022,"3,749.63",1.498
6/10/2022,"3,900.86",1.288
6/9/2022,"4,017.82",1.238
6/8/2022,"4,115.77",1.233
6/7/2022,"4,160.68",1.225
6/6/2022,"4,121.43",1.16
6/3/2022,"4,108.54",1.135
6/2/2022,"4,176.82",1.113
6/1/2022,"4,101.23",1.103
5/31/2022,"4,132.15",1.03
5/27/2022,"4,158.24",1.025
5/26/2022,"4,057.84",1.028
5/25/2022,"3,978.73",1.045
5/24/2022,"3,941.48",1.043
5/23/2022,"3,973.75",0.993
5/20/2022,"3,901.36",0.978
5/19/2022,"3,900.79",1
5/18/2022,"3,923.68",1.003
5/17/2022,"4,088.85",1.038
5/16/2022,"4,008.01",0.98
5/13/2022,"4,023.89",0.943
5/12/2022,"3,930.08",0.905
5/11/2022,"3,935.18",0.883
5/10/2022,"4,001.05",0.878
5/9/2022,"3,991.24",0.8
5/6/2022,"4,123.34",0.815
5/5/2022,"4,146.87",0.803
5/4/2022,"4,300.17",0.833
5/3/2022,"4,175.48",0.895
5/2/2022,"4,155.38",0.765
4/29/2022,"4,131.93",0.808
4/28/2022,"4,287.50",0.785
4/27/2022,"4,183.96",0.808
4/26/2022,"4,175.20",0.833
4/25/2022,"4,296.12",0.798
4/22/2022,"4,271.78",0.78
4/21/2022,"4,393.66",0.8
4/20/2022,"4,459.45",0.795
4/19/2022,"4,462.21",0.833
4/18/2022,"4,391.69",0.755
4/14/2022,"4,392.59",0.748
4/13/2022,"4,446.59",0.74
4/12/2022,"4,397.45",0.738
4/11/2022,"4,412.53",0.68
4/8/2022,"4,488.28",0.668
4/7/2022,"4,500.21",0.66
4/6/2022,"4,481.15",0.663
4/5/2022,"4,525.12",0.668
4/4/2022,"4,582.64",0.538
4/1/2022,"4,545.86",0.5
3/31/2022,"4,530.41",0.493
3/30/2022,"4,602.45",0.525
3/29/2022,"4,631.60",0.555
3/28/2022,"4,575.52",0.508
3/25/2022,"4,543.06",0.52
3/24/2022,"4,520.16",0.483
3/23/2022,"4,456.24",0.48
3/22/2022,"4,511.61",0.52
3/21/2022,"4,461.18",0.455
3/18/2022,"4,463.12",0.383
3/17/2022,"4,411.67",0.36
3/16/2022,"4,357.86",0.433
3/15/2022,"4,262.45",0.448
3/14/2022,"4,173.11",0.378
3/11/2022,"4,204.31",0.365
3/10/2022,"4,259.52",0.36
3/9/2022,"4,277.88",0.37
3/8/2022,"4,170.70",0.36
3/7/2022,"4,201.09",0.305
3/4/2022,"4,328.87",0.305
3/3/2022,"4,363.49",0.335
3/2/2022,"4,386.54",0.325
3/1/2022,"4,306.26",0.313
2/28/2022,"4,373.94",0.288
2/25/2022,"4,384.65",0.298
2/24/2022,"4,288.70",0.283
2/23/2022,"4,225.50",0.34
2/22/2022,"4,304.76",0.33
2/18/2022,"4,348.87",0.318
2/17/2022,"4,380.26",0.345
2/16/2022,"4,475.01",0.373
2/15/2022,"4,471.07",0.4
2/14/2022,"4,401.67",0.36
2/11/2022,"4,418.64",0.338
2/10/2022,"4,504.08",0.37
2/9/2022,"4,587.18",0.27
2/8/2022,"4,521.54",0.275
2/7/2022,"4,483.87",0.203
2/4/2022,"4,500.53",0.223
2/3/2022,"4,477.44",0.193
2/2/2022,"4,589.38",0.185
2/1/2022,"4,546.54",0.203
1/31/2022,"4,515.55",0.173
1/28/2022,"4,431.85",0.173
1/27/2022,"4,326.51",0.185
1/26/2022,"4,349.93",0.178
1/25/2022,"4,356.45",0.185
1/24/2022,"4,410.13",0.155
1/21/2022,"4,397.94",0.158
1/20/2022,"4,482.73",0.168
1/19/2022,"4,532.76",0.165
1/18/2022,"4,577.11",0.13
1/14/2022,"4,662.85",0.118
1/13/2022,"4,659.03",0.11
1/12/2022,"4,726.35",0.115
1/11/2022,"4,713.07",0.118
1/10/2022,"4,670.29",0.09
1/7/2022,"4,677.03",0.088
1/6/2022,"4,696.05",0.09
1/5/2022,"4,700.58",0.085
1/4/2022,"4,793.54",0.08
1/3/2022,"4,796.56",0.053
12/31/2021,"4,766.18",0.033
12/30/2021,"4,778.73",0.025
12/29/2021,"4,793.06",0.045
12/28/2021,"4,786.35",0.05
12/27/2021,"4,791.19",0.043
12/23/2021,"4,725.79",0.058
12/22/2021,"4,696.56",0.065
12/21/2021,"4,649.23",0.065
12/20/2021,"4,568.02",0.038
12/17/2021,"4,620.64",0.03
12/16/2021,"4,668.67",0.035
12/15/2021,"4,709.85",0.045
12/14/2021,"4,634.09",0.048
12/13/2021,"4,668.97",0.043
12/10/2021,"4,712.02",0.05
12/9/2021,"4,667.45",0.053
12/8/2021,"4,701.21",0.06
12/7/2021,"4,686.75",0.058
12/6/2021,"4,591.67",0.043
12/3/2021,"4,538.43",0.043
12/2/2021,"4,577.10",0.043
12/1/2021,"4,513.04",0.05
11/30/2021,"4,567.00",0.048
